"#","Registration No / Notification No","Product Name","Holder"
"267","MAL12035030T","STY Tablet","MAJOR INTEREST SDN BHD"
"268","MAL11125074TC","Bitreen Neem 100mg capsule.","TOTAL HEALTH CONCEPT SDN BHD"
"269","MAL12025003T","GREENLEX MenCare Capsule 300mg","Zhulian Nutraceutical Sdn. Bhd."
"270","MAL12095037TC","Infinitus B-Circulation Aid","Infinitus International (Malaysia) Sdn Bhd"
"271","MAL13015041AZ","KARDAM 10 (Amlodipine Besilate Tablets 10 mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"272","MAL11105025T","BTY YU PING FENG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"273","MAL11095041T","BTY GAN LU KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"274","MAL11105019T","BTY ZI YIN DI HUANG KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"275","MAL12025072N","Hovid Hepavid","HOVID BERHAD"
"276","MAL11105020T","BTY SHU JIN HUO LUO KE LI","BTY WORLDWIDE SDN.BHD."
"277","MAL11115053T","BTY SHU GAN HE WEI KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"278","MAL11115054T","BTY YAO TUI TONG KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"279","MAL11125075T","BTY LING GUI SHU GAN KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"280","MAL12035006AZ","PROMENE 25MG TABLET","Noripharma Sdn. Bhd."
"281","MAL14115003ACZ","Glevo I.V. Injection 500mg/100ml","Glenmark Pharmaceuticals (Malaysia) Sdn. Bhd."
"282","MAL11095042T","BTY BI TONG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"283","MAL11115055T","BTY ZHU YE SHI GAO KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"284","MAL12125023TC","MYCARE RED YEAST CAPSULE PLUS","Greentech Empires Enterprise"
"285","MAL11105021TC","MYCARE CORDY","Greentech Empires Enterprise"
"286","MAL11105022T","BTY YANG XUE XI FENG KE LI","BTY WORLDWIDE SDN.BHD."
"287","MAL11095043T","BTY BAI HE GU JIN KE LI PLUS (Granule)","BTY WORLDWIDE SDN.BHD."
"288","MAL11115056TC","VP PEARL LADY","Greentech Empires Enterprise"
"289","MAL11115037T","BTY QING RE TOU BIAO KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"290","MAL11125054T","BTY DAN SHEN KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"291","MAL11115057TC","VP Kosulin","Greentech Empires Enterprise"
"292","MAL11105039N","MAXENTA SHEEP PLACENTA SOFT CAPSULE","Einfach Holding Sdn Bhd"
"293","MAL11115058T","BTY XUAN YUN KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"294","MAL13085046AZ","DUOPERAZONE 1G POWDER FOR INJECTION","DUOPHARMA (M) SDN. BHD."
"295","MAL11115059T","BTY SHEN LING WU ZI KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"296","MAL12025062X","Donna Gluco-C Plus MSM Capsule","Duopharma Marketing Sdn. Bhd."
"297","MAL11115060T","BTY CHUAN XIONG CHA TIAO KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"298","MAL11125076T","BTY KAI WEI XIAO SHI KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"299","MAL11075015NC","Pisces Omega-3 Fish Oil 1000mg","TOTAL HEALTH CONCEPT SDN BHD"
"300","MAL12085018N","NUTRILITE bio C plus ALL DAY FORMULA TABLET.","AMWAY (MALAYSIA) SDN. BHD."
"301","MAL11115040T","NUTRILITE CLEARGUARD, Tablet","AMWAY (MALAYSIA) SDN. BHD."
"302","MAL11105011T","BTY SUAN ZAO REN KE LI  (Granule)","BTY WORLDWIDE SDN.BHD."
"303","MAL11125057T","BTY SHA SHEN MAI DONG KE LI (Granule)","BTY WORLDWIDE SDN.BHD."
"304","MAL11095025T","G-ART CAPSULE","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"305","MAL11105040ARZ","Tasigna 150mg Capsule","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"306","MAL11115002AZ","Xarelto 15 mg film-coated tablet","BAYER CO. (MALAYSIA) SDN. BHD."
"307","MAL11115001AZ","Xarelto 20 mg film-coated tablet","BAYER CO. (MALAYSIA) SDN. BHD."
"308","MAL12035055NCR","Herbs of Gold Children`s Fish Oil with DHA & EPA Softgel","PHARMADIRECT SDN. BHD."
"309","MAL12115003T","PP GINKGO 40 Tablet","PAHANG PHARMACY SDN. BHD."
"310","MAL12045066TC","BIOFIZZ Tiger Milk Mushroom 420mg Capsule","Nuvita Sdn. Bhd."
"311","MAL11125041T","kapsul b' balance","SERI MH UMMI SDN BHD"
"312","MAL11105006T","Kapsul B' Natural","SERI MH UMMI SDN BHD"
"313","MAL12025066NCR","VitaHealth ROBOVITES Kids' Cal+D3 Softgel","VITAHEALTH BIOTECH SDN BHD"
"314","MAL12075023ARZ","Naglazyme Concentrated Solution for Intravenous Infusion 1mg/1ml","PHARM-D SDN. BHD."
"315","MAL12025014T","FABAO 101 (Enhanced Formula) Capsule","YANLING NATURAL HYGIENE SDN. BHD."
"316","MAL11115039T","Zhen Zhen CORDYCEPS  PLUS","SYARIKAT WEN KEN DRUG SDN. BHD."
"317","MAL12125046AZ","CISPLATIN VIATRIS CONCENTRATE FOR SOLUTION FOR INFUSION 1MG/ML","MYLAN HEALTHCARE SDN. BHD."
"318","MAL12075032T","BTY MISTURA XIN SHU JING (Liquid)","BTY WORLDWIDE SDN.BHD."
"319","MAL11075011NCR","Eurobio® Cholenol Plus Soft Capsule","EUROBIO SDN BHD"
"320","MAL12035027T","sabun resdung","SERI MH UMMI SDN BHD"
"321","MAL12055042N","CALTRATE ® 600","GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD."
"322","MAL13055075ARZ","Firmagon 80mg Powder and Solvent for Solution for Injection","Ferring Sdn. Bhd."
"323","MAL12045010AZ","Arrow-L-150 (Lamivudine Tablets 150mg)","UNIMED SDN BHD"
"324","MAL13055074ARZ","Firmagon 120mg Powder and Solvent for Solution for Injection","Ferring Sdn. Bhd."
"325","MAL12055022AZ","PEACE DM SYRUP","Y.S.P. INDUSTRIES (M) SDN BHD"
"326","MAL12055023AZ","Ceritec Syrup 1mg/ml","Y.S.P. INDUSTRIES (M) SDN BHD"
"327","MAL12075080XZ","XORLYX 2 Salicylic Acid 2% w/w Ointment","Xorix Sdn Bhd"
"328","MAL14055016AZ","Dexamed Injection 8mg/2ml","KOMEDIC SDN BHD"
"329","MAL12015003AZ","Fucon Syrup 1mg/ml","Y.S.P. INDUSTRIES (M) SDN BHD"
"330","MAL12115077XC","Omacor 1000 mg Soft Capsules","ABBOTT LABORATORIES (M) SDN. BHD."
"331","MAL13025039AZ","OxyNorm 5mg/5ml Oral Solution","MUNDIPHARMA PHARMACEUTICALS SDN. BHD."
"332","MAL12045092ACZ","Dicetel 50mg Film-Coated Tablet","ABBOTT LABORATORIES (M) SDN. BHD."
"333","MAL11095007XC","Fisherman's Friend Sugar Free Cherry Lozenges with Menthol 6.9mg","GBA CORPORATION SDN. BHD."
"334","MAL12085053AZ","Somatuline Autogel 90mg, prolonged-release solution for injection in a pre-filled syringe","ZUELLIG PHARMA SDN BHD"
"335","MAL12085051AZ","Somatuline Autogel 120mg, prolonged-release solution for injection in a pre-filled syringe","ZUELLIG PHARMA SDN BHD"
"336","MAL12115072AZ","Advagraf 5mg Prolonged-release hard capsules","Astellas Pharma Malaysia Sdn Bhd"
"337","MAL11105037NC","Kordel's Vitamin C 1000mg + Zinc Effervescent Tablets","CAMBERT(M) SDN BHD"
"338","MAL13115202ACZ","Burinex Injection 0.5mg/ml (4ml)","DKSH MALAYSIA SDN BHD"
"339","MAL12055030AZ","AZOSIN XL 10mg PROLONGED RELEASE TABLET","MMS PHARMA (MALAYSIA) SDN. BHD."
"340","MAL15085006AZ","MYLAN EPIRUBICIN HYDROCHLORIDE 2 MG/ML INJECTION","MYLAN HEALTHCARE SDN. BHD."
"341","MAL12035032TC","TtG 420 TRIBULUS Tongkat Ali and Ginkgo Biloba Capsule","VICTUS SEMULAJADI (M) SDN BHD"
"342","MAL11105007TC","SUAN NING CAPSULE","Gossup Enterprise"
"343","MAL11095047NCR","Celloceutica Sheep Placenta Complex Enteric-Coated Soft Gel","Y.S.P. INDUSTRIES (M) SDN BHD"
"344","MAL12055037X","Axcel GLUCOSATIN TABLET","KOTRA PHARMA (M) SDN. BHD."
"345","MAL12035084ACZ","Zarzio 30 MU/0.5 ml solution for injection or infusion","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"346","MAL12045077T","ORIGIN Pine Bark Cap","THE ORIGIN FOODS SDN BHD"
"347","MAL12095075AZ","Cefuroxim STADA 250mg Film Coated Caplet","DKSH MALAYSIA SDN BHD"
"348","MAL14055149AZ","Eurythmic 50mg/ml Injection","UNIMED SDN BHD"
"349","MAL12115006T","Tonik Gamat Plus","GAMAT ASLI ENTERPRISE"
"350","MAL12035042T","Bedak sejuk air resdung","SERI MH UMMI SDN BHD"
"351","MAL12045021X","Vitol Solution 4.8% w/v","HOVID BERHAD"
"352","MAL12015010NCR","Efamol Efalex Capsule","BIO-LIFE MARKETING SDN BHD"
"353","MAL13125004TC","HB' Rhu-Chi","Metro Signature Sdn Bhd"
"354","MAL12075038T","Herby Pi Pa Gao Concentrate Enriched With Bird's Nest & Cordyceps Plus","ECOLITE BIOTECH MANUFACTURING SDN BHD"
"355","MAL11105023T","Gano Cordy Capsule 450mg","GANO EXCEL INDUSTRIES SDN BHD"
"356","MAL13035010T","SG Brand X-Trex Capsule","SG GLOBAL BIOTECH SDN BHD"
"357","MAL12035034TC","KB Misai Kucing Tea","KIN BIO GLOBAL SDN BHD"
"358","MAL11105010TC","BCT PRODUCTS Rose Plus Tea","BCT Products (M) Sdn Bhd"
"359","MAL12055088TC","NATURERICH LIVPLUS","HEALTHY WAY (MALAYSIA) SDN. BHD."
"360","MAL15105028AZ","AUROPENNZ POWDER FOR INJECTION 1.5g","UNIMED SDN BHD"
"361","MAL11115018AZ","Diabetmin XR 500 mg Tablet","HOVID BERHAD"
"362","MAL13025015T","DNG YAMATO CLAM CHEWABLE TABLET","DYNAPHARM HERBAL (M) SDN. BHD."
"363","MAL14075074AZ","AURO METFORMIN 850 (Metformin Tablets BP 850 mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"364","MAL12055007ACRZ","TARGIN PROLONGED RELEASE TABLETS 5MG/2.5MG","MUNDIPHARMA PHARMACEUTICALS SDN. BHD."
"365","MAL12065080AZ","AURO METFORMIN 500 (Metformin Tablets BP 500 mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"366","MAL12085085XZ","N-ORS Oral Rehydration Salts (Orange Flavour)","Noripharma Sdn. Bhd."
"367","MAL14125121AZ","Phenylin syrup","PRIME PHARMACEUTICAL SDN. BHD."
"368","MAL13075060AZ","Aminoplasmal B. Braun 10% Solution for Intravenous Infusion","B.BRAUN MEDICAL INDUSTRIES SDN BHD"
"369","MAL12055089TC","Avraa Mazna Kapsul Angin","MN Murni Trading"
"370","MAL12065081AZ","AURO METFORMIN 1000 (Metformin Tablets BP 1000 mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"371","MAL12115073AZ","Advagraf 1mg Prolonged-release hard capsules","Astellas Pharma Malaysia Sdn Bhd"
"372","MAL11125077TC","Kapsul Khas Wanita","MN Murni Trading"
"373","MAL12125024T","DYNA CHUAN PHEI CORDYCEPS PLUS HERBAL GANCAO LOZENGES","DYNAPHARM HERBAL (M) SDN. BHD."
"374","MAL12075007T","ORIGIN Dan Shen Cap","THE ORIGIN FOODS SDN BHD"
"375","MAL11125078TC","Kapsul Sihat Wanita","MN Murni Trading"
"376","MAL12085065AZ","PYCIP 500mg film coated tablets","DKSH MALAYSIA SDN BHD"
"377","MAL12025031T","EU YAN SANG HOU NING PHLEGM RELIEF POWDER","WENG LI SDN BHD"
"378","MAL13055054AZ","Aminoplasmal B. Braun 10%E Solution for Intravenous Infusion","B.BRAUN MEDICAL INDUSTRIES SDN BHD"
"379","MAL14075063AZ","BETANOR 16MG TABLET","Noripharma Sdn. Bhd."
"380","MAL12115074AZ","Advagraf 0.5mg Prolonged-release hard capsules","Astellas Pharma Malaysia Sdn Bhd"
"381","MAL12035064NC","Well3 Marine Calcium Plus","CNI ENTERPRISE (M) SDN BHD"
"382","MAL11095044TC","NewCo Panax Ginseng Powder","Nuvita Sdn. Bhd."
"383","MAL12025029T","BIOBAY ORIGIN GINKGO BILOBA EXTRACT 100MG CHEWABLE TABLET","THE ORIGIN FOODS SDN BHD"
"384","MAL12065038T","ORIGIN Saw Palmetto Plus Cap","THE ORIGIN FOODS SDN BHD"
"385","MAL11115065TC","Minsyam Black Seed Oil Capsule","Minsyam Sdn Bhd"
"386","MAL12025009T","ORIGIN Royal Jelly Cap","THE ORIGIN FOODS SDN BHD"
"387","MAL12035065N","NATURE'S BOUNTY Ester-C 500mg with Bioflavonoids Complex","NEWAGE SDN. BHD."
"388","MAL12025061X","Uphamol Menstrual Tablet 500/25mg","Duopharma Marketing Sdn. Bhd."
"389","MAL13055072ACRSZ","Puregon Solution for Injection in Cartridges 833IU/ml","ORGANON MALAYSIA SDN. BHD."
"390","MAL11115024NCR","AJ1 Platinum Squalene Softgel","ORIONIX SDN BHD"
"391","MAL12045067T","Kapsul Laxvienin","SABIT BANANI INDUSTRIES SDN BHD"
"392","MAL11105012TC","HAJIFA Coriander Capsule Plus","Herba Jantung Hj Ibrahim Enterprise"
"393","MAL12025010T","S-Maxi","SABIT BANANI INDUSTRIES SDN BHD"
"394","MAL15085030HA","Florcol Oral Solution 250mg/ml","Y.S.P. INDUSTRIES (M) SDN BHD"
"395","MAL13115134ASZ","Mixtard® 30 100 IU/ml Suspension for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"396","MAL12095077AZ","Levoquin 250mg film coated caplet","DKSH MALAYSIA SDN BHD"
"397","MAL13065002T","Lu Chun Lingzhi Plus Tea","SHUANG HOR ENTERPRISE (M) SDN. BHD."
"398","MAL11125080T","SB Gamat Plus","SABIT BANANI INDUSTRIES SDN BHD"
"399","MAL12025032T","Grivienin","SABIT BANANI INDUSTRIES SDN BHD"
"400","MAL12025033T","Kapsul Warisan Adinda","SABIT BANANI INDUSTRIES SDN BHD"
"401","MAL11115068T","JAZMINE CAPSULES","SABIT BANANI INDUSTRIES SDN BHD"
"402","MAL12025034T","Sabit Banani Ubat Batuk Herba Habbatus Sauda' Plus","SELASIH EMAS RESOURCES"
"403","MAL12055001ACRZ","TARGIN PROLONGED RELEASE TABLETS 10MG/5MG","MUNDIPHARMA PHARMACEUTICALS SDN. BHD."
"404","MAL12055006ACRZ","TARGIN PROLONGED RELEASE TABLETS 20MG/10MG","MUNDIPHARMA PHARMACEUTICALS SDN. BHD."
"405","MAL12055011ACRZ","TARGIN PROLONGED RELEASE TABLETS 40MG/20MG","MUNDIPHARMA PHARMACEUTICALS SDN. BHD."
"406","MAL12025035T","Pyrifica  Capsules","SABIT BANANI INDUSTRIES SDN BHD"
"407","MAL12095080AZ","Levoquin 500mg film coated caplet","DKSH MALAYSIA SDN BHD"
"408","MAL12015031T","B-Sky Fruit Capsule","Bioalpha International Sdn. Bhd."
"409","MAL12055090T","Kasawari Maju Rahsia Hawa","SABIT BANANI INDUSTRIES SDN BHD"
"410","MAL11125019AZ","Aetos Montelukast Tablet 10mg","Hovid Pharmacy Sdn. Bhd."
"411","MAL12095036TC","INFINITUS Gest-Aid Plus","Infinitus International (Malaysia) Sdn Bhd"
"412","MAL12025037TC","H2 Nutrition Hydro Pearl 300mg Capsule","HOE HONG NUTRITION SDN BHD"
"413","MAL12075008TC","U- BB Shine","HOE HONG NUTRITION SDN BHD"
"414","MAL11125031N","PROTEXIN PROTECT Multistrain Probiotics Plus","Vortexin Sdn Bhd"
"415","MAL12045060TC","JAMU WANE-TA Kapsul 400mg","DZ HEALTH & COSMETIC MARKETING"
"416","MAL12025038TC","D' SYAMLIE Kapsul 400mg","DZ HEALTH & COSMETIC MARKETING"
"417","MAL11105009TC","GREEN AIR","Greentech Empires Enterprise"
"418","MAL11125081T","Sislinâ„¢ 10 Capsule","HERBAL SCIENCE SDN. BHD."
"419","MAL15125064HA","DECCOX ® POWDER 6% w/w","PAHANG PHARMACY SDN. BHD."
"420","MAL12055045NC","Vitalux Plus Omega 3 Capsule","ALCON LABORATORIES (MALAYSIA) SDN. BHD."
"421","MAL12065045T","Vitpro Saw Palmetto Plus Capsule","HERBAL SCIENCE SDN. BHD."
"422","MAL11115026N","Tumbiotix Capsules","Eucogen Pharma Sdn. Bhd."
"423","MAL12035025TC","SLENTIN","Greentech Empires Enterprise"
"424","MAL13055060AZ","LAMIVOX 150 (Lamivudine tablet 150mg USP)","UNIMED SDN BHD"
"425","MAL11115069TC","EZY DREAM","Greentech Empires Enterprise"
"426","MAL12015015NCR","Herbs of Gold Evening Primrose Oil 1000mg","PHARMADIRECT SDN. BHD."
"427","MAL12035043TC","JAMU KACIP TIMAH A.T.A PLUS Kapsul 400mg","A.T.A"
"428","MAL12025039TC","JAMU TONGKAT ALI A.T.A PLUS Kapsul 400mg","A.T.A"
"429","MAL12055091TC","JAMU PUSAKA ALAM A.T.A Kapsul 400mg","A.T.A"
"430","MAL11115070TC","Lubrika","Greentech Empires Enterprise"
"431","MAL12085086AZ","INFUSOL SG (SUCCINYLATED GELATIN (Bovine) INTRAVENOUS INFUSION 4% w/v)","AIN MEDICARE SDN. BHD."
"432","MAL12025041T","Herbs Garden Mas Cotek Herbal Tea","TPM NEXUS SDN. BHD."
"433","MAL12055038X","TERBISIL CREAM 1% w/w","AVERROES PHARMACEUTICALS SDN. BHD."
"434","MAL12085066AZ","SALAZINE Enteric Coated Tablet 500mg","IMEKS PHARMA SDN. BHD."
"435","MAL13115135ASZ","Insulatard® 100 IU/ml Suspension for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"436","MAL12015017ARZ","Gilenya 0.5mg Hard Capsule","NOVARTIS CORPORATION (MALAYSIA) SDN. BHD."
"437","MAL11105024T","E. Excel Menovie Capsule","EXTRA EXCEL (MALAYSIA) SDN. BHD."
"438","MAL18016089HAR","Comfortis Plus (Spinosad + Milbemycin oxime) Chewable Tablets for Dogs 9.1-18kg","ELANCO MALAYSIA SDN BHD"
"439","MAL11115067TC","PAMOGA","Vida Beauty Sdn. Bhd."
"440","MAL12045079T","Herbs Garden Misai Kucing Herbal Tea","TPM NEXUS SDN. BHD."
"441","MAL14055150AZ","Montiget Chewable Tablets 4mg","MEDISPEC (M) SDN.BHD"
"442","MAL12055059TC","COOL HERBAL TEA POWDER","QINGDAO HEALTHCARE CENTRE SDN BHD"
"443","MAL13115136ASZ","Actrapid® 100 IU/ml Solution for Injection","NOVO NORDISK PHARMA (MALAYSIA) SDN. BHD."
"444","MAL12055003ARZ","Azoren 20 mg/5 mg film-coated tablets","PFIZER (MALAYSIA) SDN. BHD."
"445","MAL12055004ARZ","Azoren 40 mg/5 mg film-coated tablets","PFIZER (MALAYSIA) SDN. BHD."
"446","MAL12055005ARZ","Azoren 40 mg/10 mg film-coated tablets","PFIZER (MALAYSIA) SDN. BHD."
"447","MAL13085054XC","Safwa HEALTH Glucosamine Plus Chondroitin Capsule","Safwa Health Products Sdn. Bhd."
"448","MAL16125027AZ","Zodenox Film Coated Tablets 10mg","Y.S.P. INDUSTRIES (M) SDN BHD"
"449","MAL14115004AZ","NuTRIflex Omega plus Emulsion for Infusion","B.BRAUN MEDICAL INDUSTRIES SDN BHD"
"450","MAL12035044TC","Shou Hsing Brand Pill Ning Seng","CHUA TONGSAN SDN. BHD."
"451","MAL12025036TC","Pill Zhen Qi","CHUA TONGSAN SDN. BHD."
"452","MAL13125056XZ","NOPHALAC SOLUTION 670mg/ml","Noripharma Sdn. Bhd."
"453","MAL12015033TC","MYCARE D2","Greentech Empires Enterprise"
"454","MAL12055076TC","Nuvita Chlorella Tablet","Nuvita Sdn. Bhd."
"455","MAL13055061ACSZ","DIAMICRON MR 60MG, MODIFIED RELEASED TABLET","SERVIER MALAYSIA SDN BHD"
"456","MAL11125082TC","Kaci Fatima 100","LJACK (M) SDN BHD"
"457","MAL11085007XZ","RinsCap CIPA ( CHLORHEXIDINE GLUCONATE 2% w/v and ISOPROPYL ALCOHOL 70% v/v )","AIN MEDICARE SDN. BHD."
"458","MAL11105038NCR","VitaHealth Kids DHA + Colostrum Chewable Softgel","VITAHEALTH BIOTECH SDN BHD"
"459","MAL12065086XCSZ","ORALITE ORANGE ORAL REHYDRATION SALT","POLYLAB BIOTECH SDN. BHD."
"460","MAL18081002ACRZ","Salofalk 500mg Gastro-resistant Prolonged Release Granules","DCH AURIGA (MALAYSIA) SDN. BHD."
"461","MAL13025041ARZ","Ondansetron Kabi 2mg/ml Solution for Injection","FRESENIUS KABI MALAYSIA SDN. BHD"
"462","MAL12045048T","B. Pollen","THE ORIGIN FOODS SDN BHD"
"463","MAL13035011TC","BIOS LIFE MANNOS","UNICITY MARKETING SDN BHD"
"464","MAL11085010NCR","VitaHealth CoQ10 100mg Plus Softgel","VITAHEALTH BIOTECH SDN BHD"
"465","MAL12045050T","Xiang Yang GanMao QingRe Pian","BUMARI SDN. BHD."
"466","MAL12025042T","ZuoGuiPian","BUMARI SDN. BHD."
"467","MAL11125083T","Xiang Yang GuiPi Pian","BUMARI SDN. BHD."
"468","MAL12035045T","Xiang Yang HuaTan DingChuan Pian","BUMARI SDN. BHD."
"469","MAL12025043T","HuaZhiLing Pian","BUMARI SDN. BHD."
"470","MAL12025044T","WuZi YuLin Pian","BUMARI SDN. BHD."
"471","MAL14115005AZ","NuTRIflex Omega special Emulsion for Infusion","B.BRAUN MEDICAL INDUSTRIES SDN BHD"
"472","MAL14075064AZ","BETANOR 24MG TABLET","Noripharma Sdn. Bhd."
"473","MAL11125026NC","BELVEA Begin Formula","Capsule Pharma Trading"
"474","MAL12035016TC","LJACK URYCOMA 350mg","LJACK (M) SDN BHD"
"475","MAL14055148AZ","Montiget Chewable tablets 5mg","MEDISPEC (M) SDN.BHD"
"476","MAL12085087X","NORIFLUX LIQUID","Noripharma Sdn. Bhd."
"477","MAL12055032AZ","ZITHROLIDE TABLET 500MG","PHARMANIAGA MANUFACTURING BERHAD"
"478","MAL12025045TC","HappyFamily TMM Care","HAPPY FAMILY WELLNESS SUPPLY"
"479","MAL12035046TC","HURU TIGER MILK MUSHROOM 300mg CAPSULE","Ligno & Us sdn bhd"
"480","MAL12015035TC","BUSHY HAIR","Greentech Empires Enterprise"
"481","MAL12025001TC","VP CORDY COLD PLUS","Greentech Empires Enterprise"
"482","MAL12045054TC","Botamin Powder","Nano Medic Care Sdn. Bhd."
"483","MAL14125088T","MINYAK HIMAYA","SERI MH UMMI SDN BHD"
"484","MAL12025048TC","URYCOMA 100","LJACK (M) SDN BHD"
"485","MAL12055033AZ","Hypercor 5mg Tablet","IMEKS PHARMA SDN. BHD."
"486","MAL14125133XS","GAZGO 200 mg softgel capsules","MEGA LIFESCIENCES SDN. BHD."
"487","MAL12035013X","Panadol Extra Caplet","GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD."
"488","MAL15125029ACZ","Avonox Tablet 10mg","Abio Marketing Sdn Bhd"
"489","MAL17075038ACZ","Zovex 0.5mg Tablet","Abio Marketing Sdn Bhd"
"490","MAL13115129ACZ","Avotyne 10mg Tablet","Abio Marketing Sdn Bhd"
"491","MAL16045051ACZ","Zosaar HCT Tablets","Abio Marketing Sdn Bhd"
"492","MAL11095016N","GNC Alpha Lipoic Acid 300","ONI Global (Malaysia) Sdn Bhd"
"493","MAL13055062ACRZ","AGRYLIN 0.5MG CAPSULES","Takeda Malaysia Sdn Bhd"
"494","MAL14125065AZ","HITEN 8 (Perindopril tert-Butylamine Tablets 8 mg)","HEALOL PHARMACEUTICALS SDN. BHD."
"495","MAL11085011NCR","NUVIT Grande Platinum Sheep Placenta Complex Enteric Coated Softgel","Y.S.P. INDUSTRIES (M) SDN BHD"
"496","MAL12035047T","Hoga Gaharu Herbal Tea","ENVIROTECH INDUSTRY SDN BHD"
"497","MAL12055099TC","H2 Nutrition U-Lady Capsule","HOE HONG NUTRITION SDN BHD"
"498","MAL12065087XCSZ","ORALITE NATURAL ORAL REHYDRATION SALT","POLYLAB BIOTECH SDN. BHD."
"499","MAL13125005AZ","Clofenac Spraygel 1% w/w","HOVID BERHAD"
"500","MAL12095039T","ORIGIN Spirulina Plus Cap","THE ORIGIN FOODS SDN BHD"
"501","MAL14075035AZ","NORMENS 5MG TABLET","Vitamode  Sdn.bhd"
"502","MAL12115068XZ","PARACAP PARACETAMOL 500MG TABLET","Health Pharm Marketing Sdn Bhd"
"503","MAL15025036AZ","Troypofol (Propofol Emulsion for I.V. Injection or Infusion 1% w/v)","UNIMED SDN BHD"
"504","MAL12055039X","Masabalm","Health Pharm Marketing Sdn Bhd"
"505","MAL11125084T","LPY SKIM TAN","G&G Century (M) Sdn Bhd"
"506","MAL11125028N","MQ L-Glutathione Plus Vit E Capsules","HERBAL SCIENCE SDN. BHD."
"507","MAL12055100T","Kapsul Paliasa","TPM NEXUS SDN. BHD."
"508","MAL13095077AZ","Montiget Tablets 10mg","MEDISPEC (M) SDN.BHD"
"509","MAL12075064N","StemLabs Alfa Chlorophyll Liquid","WHITE HERON PHARMACEUTICAL SDN. BHD."
"510","MAL12105007T","Spirulina Enrich","THE ORIGIN FOODS SDN BHD"
"511","MAL15015105AZ","Maxefil 100mg Tablet","Noripharma Sdn. Bhd."
"512","MAL11125021XC","LION BALL MEDICATED OIL","Gab Sdn Bhd"
"513","MAL15015117AZ","Maxefil 50mg Tablet","Noripharma Sdn. Bhd."
"514","MAL12105032TC","BIO NICE MISTURA ZHE BEI","Bio Nice Herbal World Sdn Bhd"
"515","MAL12105034TC","BIO NICE MISTURA XIN SU","Bio Nice Herbal World Sdn Bhd"
"516","MAL12075042TC","BIO NICE MISTURA LING GUI SHU GAN","Bio Nice Herbal World Sdn Bhd"
"517","MAL12105008TC","BIO NICE MISTURA DU ZHONG","Bio Nice Herbal World Sdn Bhd"
"518","MAL12075072AZ","Vivic Tablet 100mg","XEPA-SOUL PATTINSON (MALAYSIA) SDN BHD"
"519","MAL12065063ACRZ","ARCOXIA 30MG TABLET","ORGANON MALAYSIA SDN. BHD."
"520","MAL12025002T","A1 MEDI-AFA CAPSULE","Esprit Care Sdn. Bhd."
"521","MAL12045064TC","D'SALAMA MINYAK ANGIN MENGKUDU PLUS","SM MILION ENTERPRISE"
"522","MAL12045057TC","D'SALAMA MINYAK GOSOK MENGKUDU PLUS","SM MILION ENTERPRISE"
"523","MAL12065082ACRZ","ARCOXIA 60MG TABLET","ORGANON MALAYSIA SDN. BHD."
"524","MAL12035069NC","INFINITUS Calcium-Plus","Infinitus International (Malaysia) Sdn Bhd"
"525","MAL12065005T","ORIGIN RJelly Plus BPollen Cap","THE ORIGIN FOODS SDN BHD"
"526","MAL15045148HA","TILMICOSIN 25 w/v Oral Solution","PAHANG PHARMACY SDN. BHD."
"527","MAL12065065ACRZ","ARCOXIA 90MG TABLET","ORGANON MALAYSIA SDN. BHD."
"528","MAL12055093TC","CSL Cough Clear CPI Powder","NANG HIN MEDICAL SDN. BHD."
"529","MAL12055083TC","CSL Cough Clear Powder","NANG HIN MEDICAL SDN. BHD."
"530","MAL12065084ACRZ","ARCOXIA 120MG TABLET","ORGANON MALAYSIA SDN. BHD."
"531","MAL12075062T","ORIGIN Melasta Cap 300","THE ORIGIN FOODS SDN BHD"
"532","MAL12055101TC","BEAUSKEEN PLUS Capsule 400mg","Power X Enterprise"
